Away,Home
TexasRangers,TampaBayRays
BaltimoreOrioles,TorontoBlueJays
MiamiMarlins,WashingtonNationals
SeattleMariners,LosAngelesAngels
WashingtonNationals,AtlantaBraves
DetroitTigers,BaltimoreOrioles
MinnesotaTwins,ClevelandGuardians
SanFranciscoGiants,ColoradoRockies
ArizonaD'Backs,LosAngelesDodgers
ChicagoCubs,MiamiMarlins
NewYorkMets,MilwaukeeBrewers
HoustonAstros,TampaBayRays
WashingtonNationals,AtlantaBraves
DetroitTigers,BaltimoreOrioles
ClevelandGuardians,ChicagoWhiteSox
BostonRedSox,CincinnatiReds
SanFranciscoGiants,ColoradoRockies
MinnesotaTwins,KansasCityRoyals
ArizonaD'Backs,LosAngelesDodgers
ArizonaD'Backs,LosAngelesDodgers
ChicagoCubs,MiamiMarlins
NewYorkMets,MilwaukeeBrewers
PittsburghPirates,NewYorkYankees
SeattleMariners,OaklandAthletics
TorontoBlueJays,PhiladelphiaPhillies
St.LouisCardinals,SanDiegoPadres
HoustonAstros,TampaBayRays
LosAngelesAngels,TexasRangers
WashingtonNationals,AtlantaBraves
DetroitTigers,BaltimoreOrioles
ClevelandGuardians,ChicagoWhiteSox
BostonRedSox,CincinnatiReds
SanFranciscoGiants,ColoradoRockies
MinnesotaTwins,KansasCityRoyals
ArizonaD'Backs,LosAngelesDodgers
ChicagoCubs,MiamiMarlins
NewYorkMets,MilwaukeeBrewers
PittsburghPirates,NewYorkYankees
SeattleMariners,OaklandAthletics
TorontoBlueJays,PhiladelphiaPhillies
St.LouisCardinals,SanDiegoPadres
HoustonAstros,TampaBayRays
LosAngelesAngels,TexasRangers
HoustonAstros,BaltimoreOrioles
ClevelandGuardians,ChicagoWhiteSox
MilwaukeeBrewers,CincinnatiReds
SanFranciscoGiants,ColoradoRockies
MinnesotaTwins,KansasCityRoyals
ArizonaD'Backs,LosAngelesDodgers
BostonRedSox,NewYorkYankees
SeattleMariners,OaklandAthletics
AtlantaBraves,PhiladelphiaPhillies
ChicagoCubs,PittsburghPirates
St.LouisCardinals,SanDiegoPadres
TorontoBlueJays,TampaBayRays
LosAngelesAngels,TexasRangers
SanFranciscoGiants,ArizonaD'Backs
HoustonAstros,BaltimoreOrioles
DetroitTigers,ChicagoWhiteSox
MilwaukeeBrewers,CincinnatiReds
SanDiegoPadres,ColoradoRockies
SeattleMariners,KansasCityRoyals
St.LouisCardinals,LosAngelesDodgers
WashingtonNationals,MiamiMarlins
LosAngelesAngels,MinnesotaTwins
BostonRedSox,NewYorkYankees
NewYorkMets,OaklandAthletics
AtlantaBraves,PhiladelphiaPhillies
ChicagoCubs,PittsburghPirates
TorontoBlueJays,TampaBayRays
ClevelandGuardians,TexasRangers
SanFranciscoGiants,ArizonaD'Backs
HoustonAstros,BaltimoreOrioles
DetroitTigers,ChicagoWhiteSox
MilwaukeeBrewers,CincinnatiReds
SanDiegoPadres,ColoradoRockies
SeattleMariners,KansasCityRoyals
St.LouisCardinals,LosAngelesDodgers
WashingtonNationals,MiamiMarlins
LosAngelesAngels,MinnesotaTwins
BostonRedSox,NewYorkYankees
NewYorkMets,OaklandAthletics
AtlantaBraves,PhiladelphiaPhillies
ChicagoCubs,PittsburghPirates
TorontoBlueJays,TampaBayRays
ClevelandGuardians,TexasRangers
SanFranciscoGiants,ArizonaD'Backs
HoustonAstros,BaltimoreOrioles
DetroitTigers,ChicagoWhiteSox
MilwaukeeBrewers,CincinnatiReds
SanDiegoPadres,ColoradoRockies
SeattleMariners,KansasCityRoyals
St.LouisCardinals,LosAngelesDodgers
WashingtonNationals,MiamiMarlins
LosAngelesAngels,MinnesotaTwins
BostonRedSox,NewYorkYankees
NewYorkMets,OaklandAthletics
AtlantaBraves,PhiladelphiaPhillies
ChicagoCubs,PittsburghPirates
TorontoBlueJays,TampaBayRays
ClevelandGuardians,TexasRangers
BaltimoreOrioles,BostonRedSox
CincinnatiReds,PittsburghPirates
NewYorkYankees,TorontoBlueJays
AtlantaBraves,WashingtonNationals
OaklandAthletics,LosAngelesAngels
BaltimoreOrioles,BostonRedSox
PhiladelphiaPhillies,ChicagoCubs
TampaBayRays,ClevelandGuardians
KansasCityRoyals,DetroitTigers
ArizonaD'Backs,HoustonAstros
St.LouisCardinals,MilwaukeeBrewers
ChicagoWhiteSox,MinnesotaTwins
MiamiMarlins,NewYorkMets
CincinnatiReds,PittsburghPirates
LosAngelesDodgers,SanDiegoPadres
TexasRangers,SeattleMariners
ColoradoRockies,SanFranciscoGiants
NewYorkYankees,TorontoBlueJays
AtlantaBraves,WashingtonNationals
OaklandAthletics,LosAngelesAngels
BaltimoreOrioles,BostonRedSox
PhiladelphiaPhillies,ChicagoCubs
TampaBayRays,ClevelandGuardians
KansasCityRoyals,DetroitTigers
ArizonaD'Backs,HoustonAstros
St.LouisCardinals,MilwaukeeBrewers
ChicagoWhiteSox,MinnesotaTwins
MiamiMarlins,NewYorkMets
CincinnatiReds,PittsburghPirates
LosAngelesDodgers,SanDiegoPadres
TexasRangers,SeattleMariners
ColoradoRockies,SanFranciscoGiants
NewYorkYankees,TorontoBlueJays
AtlantaBraves,WashingtonNationals
OaklandAthletics,LosAngelesAngels
BaltimoreOrioles,BostonRedSox
PhiladelphiaPhillies,ChicagoCubs
TampaBayRays,ClevelandGuardians
KansasCityRoyals,DetroitTigers
MiamiMarlins,MilwaukeeBrewers
ChicagoWhiteSox,MinnesotaTwins
LosAngelesDodgers,SanDiegoPadres
TexasRangers,SeattleMariners
ColoradoRockies,SanFranciscoGiants
TexasRangers,LosAngelesAngels
NewYorkMets,AtlantaBraves
CincinnatiReds,ChicagoCubs
KansasCityRoyals,ClevelandGuardians
MinnesotaTwins,DetroitTigers
TampaBayRays,HoustonAstros
ColoradoRockies,LosAngelesDodgers
MiamiMarlins,MilwaukeeBrewers
BaltimoreOrioles,NewYorkYankees
ChicagoWhiteSox,SanDiegoPadres
OaklandAthletics,SeattleMariners
ArizonaD'Backs,SanFranciscoGiants
PittsburghPirates,St.LouisCardinals
BostonRedSox,TorontoBlueJays
PhiladelphiaPhillies,WashingtonNationals
TexasRangers,LosAngelesAngels
NewYorkMets,AtlantaBraves
CincinnatiReds,ChicagoCubs
KansasCityRoyals,ClevelandGuardians
MinnesotaTwins,DetroitTigers
TampaBayRays,HoustonAstros
ColoradoRockies,LosAngelesDodgers
MiamiMarlins,MilwaukeeBrewers
BaltimoreOrioles,NewYorkYankees
ChicagoWhiteSox,SanDiegoPadres
OaklandAthletics,SeattleMariners
ArizonaD'Backs,SanFranciscoGiants
PittsburghPirates,St.LouisCardinals
BostonRedSox,TorontoBlueJays
PhiladelphiaPhillies,WashingtonNationals
PhiladelphiaPhillies,WashingtonNationals
TexasRangers,LosAngelesAngels
NewYorkMets,AtlantaBraves
CincinnatiReds,ChicagoCubs
KansasCityRoyals,ClevelandGuardians
MinnesotaTwins,DetroitTigers
TampaBayRays,HoustonAstros
ColoradoRockies,LosAngelesDodgers
MiamiMarlins,MilwaukeeBrewers
BaltimoreOrioles,NewYorkYankees
ChicagoWhiteSox,SanDiegoPadres
OaklandAthletics,SeattleMariners
ArizonaD'Backs,SanFranciscoGiants
PittsburghPirates,St.LouisCardinals
BostonRedSox,TorontoBlueJays
PhiladelphiaPhillies,WashingtonNationals
TorontoBlueJays,BaltimoreOrioles
TampaBayRays,BostonRedSox
MinnesotaTwins,ChicagoWhiteSox
ChicagoCubs,CincinnatiReds
KansasCityRoyals,ClevelandGuardians
PhiladelphiaPhillies,HoustonAstros
ColoradoRockies,LosAngelesDodgers
AtlantaBraves,MiamiMarlins
ArizonaD'Backs,MilwaukeeBrewers
LosAngelesAngels,OaklandAthletics
St.LouisCardinals,PittsburghPirates
SanFranciscoGiants,SanDiegoPadres
DetroitTigers,SeattleMariners
NewYorkYankees,TexasRangers
TampaBayRays,BostonRedSox
MinnesotaTwins,ChicagoWhiteSox
ChicagoCubs,CincinnatiReds
KansasCityRoyals,ClevelandGuardians
PhiladelphiaPhillies,HoustonAstros
ColoradoRockies,LosAngelesDodgers
AtlantaBraves,MiamiMarlins
ArizonaD'Backs,MilwaukeeBrewers
WashingtonNationals,NewYorkMets
WashingtonNationals,NewYorkMets
LosAngelesAngels,OaklandAthletics
St.LouisCardinals,PittsburghPirates
SanFranciscoGiants,SanDiegoPadres
DetroitTigers,SeattleMariners
DetroitTigers,SeattleMariners
NewYorkYankees,TexasRangers
NewYorkYankees,TexasRangers
TorontoBlueJays,BaltimoreOrioles
TorontoBlueJays,BaltimoreOrioles
TampaBayRays,BostonRedSox
MinnesotaTwins,ChicagoWhiteSox
ChicagoCubs,CincinnatiReds
KansasCityRoyals,ClevelandGuardians
PhiladelphiaPhillies,HoustonAstros
ColoradoRockies,LosAngelesDodgers
AtlantaBraves,MiamiMarlins
ArizonaD'Backs,MilwaukeeBrewers
WashingtonNationals,NewYorkMets
LosAngelesAngels,OaklandAthletics
St.LouisCardinals,PittsburghPirates
SanFranciscoGiants,SanDiegoPadres
DetroitTigers,SeattleMariners
NewYorkYankees,TexasRangers
